,index,RA,e_RA_ICRS,DEC,e_DE_ICRS,MainID,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,Dup,FG,e_FG,Gmag,e_Gmag,FBP,e_FBP,BPmag,e_BPmag,FRP,e_FRP,RPmag,e_RPmag,BP-RP,RV,e_RV,Teff,AG,E_BP-RP_,Rad,Lum,in_field,Weight,mask
83,417,150.1574655,0.0486,-54.78110554,0.0493,5.26018e+18,-0.0193,0.059,-4.224,0.101,2.695,0.09,0,4061.5,2.7429,16.6666,0.0007,1859.8,16.04,17.1777,0.0094,3484.0,12.329,15.9067,0.0038,1.271,,,4889.0,,,,,IN,2,1
85,127,150.1280513,0.0768,-54.78170421,0.0737,5.26018e+18,0.6478,0.0905,-14.922,0.156,5.326,0.134,0,2163.9,2.0716,17.3503,0.001,950.3,9.0069,17.9067,0.0103,1975.8,11.907,16.5226,0.0065,1.3842,,,,,,,,IN,2,1
88,165,150.181985,0.1882,-54.78235154,0.1761,5.26018e+18,-0.3218,0.2195,-5.991,0.422,2.78,0.341,0,3282.6,5.4495,16.8978,0.0018,1699.6,32.378,17.2755,0.0207,3092.2,38.198,16.0362,0.0134,1.2392,,,4920.0,,,,,IN,2,1
89,240,150.1860369,0.048,-54.78299197,0.0461,5.26018e+18,0.0998,0.0563,-4.162,0.102,2.623,0.09,0,4709.0,3.0159,16.506,0.0007,2377.5,37.731,16.9111,0.0172,4301.0,51.157,15.678,0.0129,1.2331,,,4848.5,,,,,IN,2,1
92,179,150.1737795,0.0607,-54.78441447,0.0599,5.26018e+18,0.0336,0.0726,-4.787,0.127,3.696,0.116,0,3433.4,3.6877,16.849,0.0012,931.53,8.9084,17.9284,0.0104,4113.3,16.527,15.7264,0.0044,2.202,,,3665.33,,,,,IN,2,1
94,190,150.1746925,0.0439,-54.78499637,0.0423,5.26018e+18,0.1225,0.0504,-4.077,0.092,2.752,0.084,0,5561.7,3.7017,16.3254,0.0007,2591.1,12.611,16.8177,0.0053,4745.4,21.401,15.5712,0.0049,1.2464,,,4901.83,,,,,IN,2,1
95,221,150.1803686,0.0718,-54.78571867,0.07,5.26018e+18,0.1154,0.0851,-5.87,0.151,3.257,0.137,0,2210.3,1.908,17.3273,0.0009,990.58,9.8926,17.8617,0.0108,1910.3,8.7204,16.5592,0.005,1.3025,,,,,,,,IN,2,1
96,167,150.1848764,0.0416,-54.78635405,0.0401,5.26018e+18,0.1322,0.0489,-4.183,0.089,2.822,0.077,0,5614.4,3.7903,16.3151,0.0007,3051.7,147.06,16.64,0.0523,5671.7,441.2,15.3776,0.0845,1.2624,,,4993.5,,,,,IN,2,1
108,367,150.1551482,0.0955,-54.79076391,0.0807,5.26018e+18,-0.1882,0.0995,-3.956,0.2,2.646,0.162,0,3329.6,3.1307,16.8824,0.001,1602.5,16.898,17.3394,0.0114,2896.9,17.231,16.1071,0.0065,1.2323,,,4751.75,,,,,IN,2,1
112,160,150.1870858,0.0697,-54.79427299,0.0624,5.26018e+18,0.0062,0.0803,-4.323,0.139,2.592,0.117,0,2324.6,1.7546,17.2725,0.0008,1066.2,7.6241,17.7818,0.0078,1909.2,7.444,16.5598,0.0042,1.222,,,,,,,,IN,2,1
113,124,150.130711,0.0522,-54.79540904,0.049,5.26018e+18,0.3397,0.0599,-6.354,0.105,3.462,0.093,0,4419.0,3.2556,16.5751,0.0008,1506.3,9.1124,17.4066,0.0066,4473.9,11.043,15.6352,0.0027,1.7714,,,3974.0,2.352,1.238,,,IN,2,1
115,209,150.1656766,0.0756,-54.79590978,0.0762,5.26018e+18,0.2575,0.0972,-4.298,0.153,2.471,0.133,0,2399.4,2.1727,17.2381,0.001,,,,,,,,,,,,,,,,,IN,2,1
116,226,150.1974222,0.0705,-54.79681739,0.0683,5.26018e+18,0.2859,0.0847,-1.82,0.148,5.595,0.131,0,2763.2,2.369,17.0848,0.0009,744.38,6.5997,18.1719,0.0096,3138.4,9.802,16.0202,0.0034,2.1517,,,,,,,,IN,2,1
125,244,150.2127632,0.0842,-54.79979859,0.0783,5.26018e+18,0.0293,0.0952,-6.464,0.177,4.428,0.151,0,2311.6,2.0465,17.2786,0.001,528.55,7.8212,18.5437,0.0161,3005.3,9.1803,16.0672,0.0033,2.4765,,,,,,,,IN,2,1
126,180,150.1768907,0.051,-54.80115801,0.0474,5.26018e+18,0.5077,0.062,-5.031,0.102,7.65,0.09,0,3973.5,2.3148,16.6904,0.0006,1869.3,12.273,17.1722,0.0071,3138.7,10.43,16.0201,0.0036,1.1522,,,4993.98,0.7783,0.378,1.1,0.673,IN,2,1
128,49,150.1576767,0.053,-54.80292306,0.0498,5.26018e+18,0.3226,0.0614,-3.317,0.109,2.323,0.094,0,4681.8,3.2836,16.5123,0.0008,1435.1,6.7913,17.4592,0.0051,4945.7,9.083,15.5263,0.002,1.9328,,,3883.53,,,,,IN,2,1
129,70,150.1325369,0.0669,-54.80351905,0.0609,5.26018e+18,0.3242,0.0765,-7.034,0.136,5.936,0.121,0,2699.0,2.0811,17.1104,0.0008,1191.8,8.6422,17.6609,0.0079,2285.2,13.087,16.3646,0.0062,1.2963,,,,,,,,IN,2,1
130,37,150.1707276,0.0597,-54.80802725,0.0572,5.26018e+18,0.1674,0.0719,-4.181,0.119,2.586,0.101,0,3580.6,2.6046,16.8035,0.0008,1619.7,9.4855,17.3278,0.0064,3108.0,12.953,16.0307,0.0045,1.2971,,,4877.47,,,,,IN,2,1
135,110,150.1448796,0.0751,-54.81270683,0.0698,5.26018e+18,0.3688,0.089,-4.667,0.153,3.886,0.131,0,2160.1,2.1408,17.3522,0.0011,1017.2,11.665,17.8328,0.0124,1867.8,21.764,16.5836,0.0127,1.2492,,,,,,,,IN,2,1
136,55,150.1850442,0.0537,-54.81392054,0.0537,5.26018e+18,0.5711,0.0681,-6.103,0.11,4.078,0.092,0,3986.7,2.6715,16.6868,0.0007,1794.1,12.24,17.2168,0.0074,3234.4,13.791,15.9874,0.0046,1.2293,,,4867.61,,,1.04,0.55,IN,2,1
74,434,150.1691097,0.0517,-54.77322704,0.0503,5.26018e+18,0.2817,0.0609,-7.082,0.109,4.507,0.098,0,4579.2,3.5202,16.5364,0.0008,1168.6,14.02,17.6822,0.013,6032.4,58.977,15.3107,0.0106,2.3715,,,3537.25,,,,,IN,2,2
76,436,150.1685178,0.0512,-54.77425868,0.0498,5.26018e+18,0.0489,0.0616,-4.171,0.109,2.553,0.097,0,3764.4,2.7012,16.7491,0.0008,1735.5,17.17,17.2528,0.0107,3366.3,14.912,15.944,0.0048,1.3088,,,4797.79,,,,,IN,2,2
79,333,150.1515503,0.0792,-54.77655068,0.0761,5.26018e+18,0.0033,0.091,-5.065,0.168,4.001,0.152,0,2448.4,3.465,17.2161,0.0015,1071.9,12.77,17.776,0.0129,2265.7,12.067,16.3739,0.0058,1.402,,,,,,,,IN,2,2
81,265,150.1756318,0.2049,-54.7786953,0.1514,5.26018e+18,1.0358,0.165,-10.42,0.491,3.48,0.289,0,2051.8,4.7424,17.408,0.0025,,,,,,,,,,,,,,,,,IN,2,2
84,387,150.1428122,0.2749,-54.7811521,0.281,5.26018e+18,-0.6309,0.3285,-3.06,0.627,3.907,0.567,0,3143.5,7.5611,16.9448,0.0026,1389.2,9.0576,17.4945,0.0071,2912.0,12.149,16.1014,0.0045,1.393,,,4777.33,,,,,IN,2,2
86,239,150.1895768,0.049,-54.78188227,0.0454,5.26018e+18,0.0996,0.0565,-4.099,0.098,2.744,0.085,0,4489.0,2.976,16.558,0.0007,2013.3,12.798,17.0916,0.0069,3952.8,18.007,15.7697,0.0049,1.322,,,4820.38,,,,,IN,2,2
90,243,150.1817096,0.0506,-54.78321651,0.0481,5.26018e+18,0.7804,0.0598,-8.728,0.107,4.022,0.093,0,4026.7,2.6847,16.676,0.0007,1842.0,9.7827,17.1882,0.0058,3473.2,23.22,15.9101,0.0073,1.2781,,,4929.3,0.5495,0.288,0.74,0.293,IN,2,2
93,219,150.1765395,0.0733,-54.78457851,0.0697,5.26018e+18,0.0512,0.086,-3.991,0.151,2.777,0.136,0,2009.9,1.7564,17.4304,0.0009,925.36,10.303,17.9356,0.0121,1752.5,10.136,16.6528,0.0063,1.2828,,,,,,,,IN,2,2
105,175,150.1691735,0.0456,-54.78969262,0.0466,5.26018e+18,0.1967,0.0525,-4.115,0.094,2.619,0.094,0,5368.0,3.6788,16.3638,0.0007,2452.9,9.6527,16.8772,0.0043,4500.5,11.571,15.6288,0.0028,1.2484,,,4899.25,,,,,IN,2,2
107,149,150.165076,0.0437,-54.79034649,0.0431,5.26018e+18,0.1739,0.0528,-4.156,0.089,2.683,0.079,0,5389.6,3.1766,16.3595,0.0006,2543.3,14.434,16.8379,0.0062,4576.3,11.792,15.6106,0.0028,1.2273,,,4835.01,,,,,IN,2,2
117,186,150.1773856,0.087,-54.79698734,0.0794,5.26018e+18,0.428,0.1001,-0.621,0.179,4.051,0.17,0,2047.4,1.9753,17.4104,0.001,932.56,7.4805,17.9272,0.0087,1809.3,13.647,16.6181,0.0082,1.3091,,,,,,,,IN,2,2
121,178,150.1728407,0.0887,-54.79868414,0.0768,5.26018e+18,0.0634,0.1005,-5.402,0.175,1.89,0.149,0,2146.2,4.2358,17.3592,0.0021,,,,,,,,,,,,,,,,,IN,2,2
123,153,150.1636844,0.0816,-54.79940931,0.0801,5.26018e+18,0.2548,0.0941,-4.089,0.167,2.578,0.159,0,1980.6,1.9427,17.4464,0.0011,982.79,13.025,17.8702,0.0144,1853.9,31.218,16.5917,0.0183,1.2786,,,,,,,,IN,2,2
131,46,150.1655206,0.0738,-54.80829272,0.0679,5.26018e+18,0.2785,0.0837,-4.151,0.146,4.336,0.127,0,2499.5,2.1246,17.1938,0.0009,717.42,9.1295,18.2119,0.0138,2773.4,14.495,16.1544,0.0057,2.0576,,,,,,,,IN,2,2
137,20,150.1454022,0.0753,-54.81433871,0.0717,5.26018e+18,0.2623,0.0885,-5.245,0.154,3.59,0.138,1,2984.5,2.643,17.0012,0.001,1305.2,12.162,17.5622,0.0101,2612.1,10.547,16.2195,0.0044,1.3428,,,4707.0,,,,,IN,2,2
77,324,150.1867209,0.0825,-54.77452313,0.0763,5.26018e+18,0.094,0.0951,-3.908,0.167,2.86,0.148,0,1963.9,1.9671,17.4556,0.0011,853.95,10.589,18.0228,0.0135,1722.6,10.535,16.6715,0.0066,1.3514,,,,,,,,IN,2,3
87,380,150.1445759,0.1093,-54.78207238,0.1158,5.26018e+18,-0.038,0.1268,-2.784,0.231,1.472,0.234,0,2144.9,3.127,17.3598,0.0016,1010.6,10.358,17.84,0.0111,1977.3,10.681,16.5217,0.0059,1.3182,,,,,,,,IN,2,3
91,220,150.1761633,0.1449,-54.78351495,0.1447,5.26018e+18,-0.6717,0.1741,-3.457,0.316,3.335,0.286,0,2613.2,3.1697,17.1454,0.0013,672.54,6.4814,18.2821,0.0105,3256.6,9.103,15.98,0.003,2.3021,,,,,,,,IN,2,3
97,222,150.184982,0.2808,-54.78732777,0.2493,5.26018e+18,0.14,0.1918,-5.314,0.693,1.914,0.558,0,2970.0,11.047,17.0065,0.004,,,,,,,,,,,,,,,,,IN,2,3
99,386,150.1554696,0.1221,-54.78811064,0.1224,5.26018e+18,0.1251,0.1448,-10.522,0.277,3.277,0.26,0,5413.6,16.589,16.3546,0.0033,3552.9,37.623,16.4749,0.0115,6292.2,26.464,15.2649,0.0046,1.21,,,5143.45,,,,,IN,2,3
104,188,150.1766712,0.0768,-54.7888934,0.0725,5.26018e+18,-0.3261,0.09,-5.012,0.156,2.77,0.142,0,3010.4,6.9275,16.9918,0.0025,2064.6,138.0,17.0643,0.0726,4059.2,237.44,15.7408,0.0635,1.3235,,,5143.45,,,,,IN,2,3
106,158,150.1981012,0.0866,-54.79016651,0.0734,5.26018e+18,0.2545,0.0944,-5.429,0.18,3.07,0.145,0,2195.1,2.1118,17.3347,0.001,915.79,9.8938,17.9469,0.0117,2286.0,33.378,16.3642,0.0159,1.5827,,,,,,,,IN,2,3
109,344,150.1533628,0.1269,-54.79092116,0.0984,5.26018e+18,0.2076,0.0715,-3.666,0.281,2.983,0.218,0,5158.8,5.7344,16.407,0.0012,,,,,,,,,,,,,,,,,IN,2,3
118,204,150.1791607,0.0735,-54.79708766,0.0688,5.26018e+18,0.2443,0.0869,-3.907,0.147,3.849,0.132,0,2186.5,1.8913,17.339,0.0009,674.8,7.9299,18.2784,0.0128,2407.7,11.737,16.3079,0.0053,1.9705,,,,,,,,IN,2,3
122,218,150.1713705,0.0631,-54.79895444,0.0611,5.26018e+18,0.0026,0.0789,-4.479,0.132,2.57,0.108,0,3015.8,2.9841,16.9899,0.0011,2031.3,74.108,17.082,0.0396,3050.7,52.634,16.0509,0.0187,1.031,,,5143.45,,,,,IN,2,3
143,401,150.145026,0.0983,-54.77189795,0.098,5.26018e+18,0.227,0.1194,-4.592,0.205,2.398,0.192,0,1327.6,1.5907,17.8807,0.0013,789.74,24.741,18.1077,0.034,1474.8,37.579,16.8401,0.0277,1.2676,,,,,,,,IN,3,4
145,435,150.1704057,0.1087,-54.77345881,0.103,5.26018e+18,0.4462,0.125,-5.066,0.221,4.284,0.198,0,1174.4,1.3305,18.0139,0.0012,455.81,10.189,18.7044,0.0243,1240.3,11.109,17.0281,0.0097,1.6763,,,,,,,,IN,3,4
149,323,150.1851933,0.1063,-54.77580271,0.1089,5.26018e+18,1.5115,0.1229,-19.761,0.241,6.881,0.232,0,1492.3,2.2227,17.7538,0.0016,532.03,12.916,18.5365,0.0264,1759.0,22.783,16.6487,0.0141,1.8878,,,,,,,,IN,3,4
150,393,150.1438188,0.138,-54.77598891,0.1285,5.26018e+18,0.0571,0.1619,-4.336,0.312,2.455,0.275,0,1088.2,1.9876,18.0966,0.002,776.03,18.486,18.1267,0.0259,1669.7,19.917,16.7053,0.013,1.4214,,,,,,,,IN,3,-1
151,294,150.1942325,0.1179,-54.77613907,0.1165,5.26018e+18,0.3844,0.1427,-4.384,0.245,2.057,0.206,0,1053.9,1.3948,18.1314,0.0014,394.51,7.9641,18.8612,0.0219,1104.6,9.6312,17.1539,0.0095,1.7074,,,,,,,,IN,3,-1
153,362,150.134698,0.1004,-54.77681352,0.1042,5.26018e+18,0.1742,0.1249,-4.293,0.209,2.609,0.187,0,1263.3,1.8873,17.9346,0.0016,577.45,10.58,18.4476,0.0199,1224.6,14.78,17.0419,0.0131,1.4057,,,,,,,,IN,3,4
154,148,150.1773126,0.0938,-54.77729668,0.0892,5.26018e+18,-0.0282,0.1087,-4.121,0.199,2.735,0.18,0,1469.4,1.6941,17.7705,0.0013,691.85,8.6419,18.2514,0.0136,1317.1,12.911,16.9629,0.0106,1.2885,,,,,,,,IN,3,-1
158,139,150.1744524,0.1173,-54.78105231,0.1061,5.26018e+18,0.1265,0.1353,-3.59,0.274,2.677,0.214,0,1644.5,2.075,17.6483,0.0014,937.5,9.5176,17.9215,0.011,1817.5,15.55,16.6132,0.0093,1.3082,,,,,,,,IN,3,4
159,262,150.1822459,0.0907,-54.78173341,0.0853,5.26018e+18,0.471,0.1068,-1.908,0.189,-0.808,0.164,0,1568.2,1.645,17.6998,0.0011,661.47,20.696,18.3001,0.034,1650.3,24.289,16.718,0.016,1.5821,,,,,,,,IN,3,4
160,251,150.1779751,0.0896,-54.78321453,0.0856,5.26018e+18,0.1695,0.1033,-5.689,0.184,5.469,0.165,0,1525.7,1.5718,17.7297,0.0011,643.72,21.149,18.3296,0.0357,1648.6,21.135,16.7192,0.0139,1.6105,,,,,,,,IN,3,4
164,177,150.177978,0.2537,-54.78566585,0.2607,5.26018e+18,0.595,0.3139,2.405,0.555,7.751,0.515,0,1191.6,5.1404,17.9981,0.0047,685.56,10.051,18.2613,0.0159,1469.9,13.399,16.8437,0.0099,1.4176,,,,,,,,IN,3,4
169,255,150.1921793,0.1095,-54.78678921,0.1063,5.26018e+18,0.1383,0.1314,-4.48,0.23,2.635,0.202,0,1056.5,1.4884,18.1287,0.0015,457.1,7.5574,18.7014,0.018,1001.0,9.785,17.2608,0.0106,1.4405,,,,,,,,IN,3,4
170,106,150.1275945,0.0982,-54.7871525,0.1084,5.26018e+18,0.4171,0.115,-2.548,0.213,1.871,0.231,0,1649.0,1.7215,17.6453,0.0011,639.02,8.8829,18.3376,0.0151,1527.1,10.268,16.8022,0.0073,1.5354,,,,,,,,IN,3,-1
171,247,150.1831706,0.0954,-54.78740399,0.0891,5.26018e+18,0.0322,0.115,-4.336,0.201,2.873,0.171,0,1403.2,1.5145,17.8206,0.0012,742.43,17.241,18.1748,0.0252,1397.4,12.288,16.8986,0.0095,1.2762,,,,,,,,IN,3,-1
172,300,150.2109696,0.0729,-54.78869714,0.0681,5.26018e+18,0.3221,0.0846,-4.694,0.149,5.294,0.127,0,1881.8,1.7972,17.5019,0.001,501.99,10.099,18.5996,0.0218,2252.4,14.711,16.3803,0.0071,2.2193,,,,,,,,IN,3,-1
174,203,150.1641811,0.0924,-54.78953291,0.0947,5.26018e+18,0.202,0.1126,-4.224,0.191,2.673,0.173,0,1531.5,1.6402,17.7256,0.0012,706.18,10.134,18.2291,0.0156,1535.5,15.83,16.7963,0.0112,1.4328,,,,,,,,IN,3,4
175,213,150.1878174,0.1006,-54.78957665,0.1027,5.26018e+18,0.0216,0.1221,-4.279,0.209,2.668,0.189,0,1407.1,1.5719,17.8176,0.0012,669.83,11.065,18.2865,0.0179,1227.6,10.49,17.0393,0.0093,1.2472,,,,,,,,IN,3,-1
176,182,150.1665931,0.0896,-54.79027577,0.0926,5.26018e+18,0.4956,0.1017,-3.549,0.193,2.394,0.192,0,1724.8,1.7498,17.5965,0.0011,818.38,7.4704,18.069,0.0099,1591.4,14.062,16.7575,0.0096,1.3115,,,,,,,,IN,3,4
177,347,150.159852,0.1468,-54.79081123,0.169,5.26018e+18,0.3283,0.2004,-2.381,0.33,2.465,0.303,0,1192.1,3.6143,17.9976,0.0033,1195.3,244.06,17.6577,0.2217,2180.1,240.02,16.4157,0.1195,1.242,,,,,,,,IN,3,-1
178,174,150.1688644,0.0847,-54.79117422,0.0788,5.26018e+18,-0.0074,0.0962,-4.102,0.181,2.844,0.166,0,1739.8,1.6828,17.5871,0.0011,787.48,10.451,18.1108,0.0144,1643.5,18.796,16.7225,0.0124,1.3883,,,,,,,,IN,3,-1
179,429,150.1603195,0.0935,-54.79123853,0.0914,5.26018e+18,0.2268,0.1165,-3.905,0.188,2.651,0.168,0,1698.5,2.2613,17.6132,0.0014,1029.7,33.84,17.8196,0.0357,2135.4,42.671,16.4382,0.0217,1.3814,,,,,,,,IN,3,-1
190,181,150.1705782,0.1134,-54.79929958,0.1189,5.26018e+18,0.0014,0.1473,-4.482,0.235,2.826,0.22,0,1679.7,2.5678,17.6253,0.0017,981.25,62.4,17.8719,0.069,1608.1,44.434,16.7461,0.03,1.1258,,,,,,,,IN,3,4
208,28,150.1707277,0.1073,-54.81289808,0.096,5.26018e+18,0.0902,0.1202,-4.164,0.209,2.601,0.176,0,1291.2,1.5337,17.9109,0.0013,568.38,7.0606,18.4648,0.0135,1148.3,11.692,17.1118,0.0111,1.353,,,,,,,,IN,3,4
168,215,150.1674251,0.0929,-54.78677442,0.086,5.26018e+18,0.0164,0.1064,-3.73,0.186,3.068,0.165,0,1786.0,2.5656,17.5587,0.0016,965.2,17.091,17.8898,0.0192,1961.3,34.449,16.5306,0.0191,1.3593,,,,,,,,IN,3,0
192,101,150.137507,0.113,-54.80176606,0.1069,5.26018e+18,0.3917,0.1318,-4.444,0.228,2.332,0.202,0,1286.4,1.5762,17.915,0.0013,461.35,8.0682,18.6913,0.019,1315.8,9.2795,16.9639,0.0077,1.7274,,,,,,,,IN,3,0
197,68,150.1689644,0.1036,-54.80420835,0.0983,5.26018e+18,0.0487,0.1237,-4.065,0.216,2.914,0.211,0,1624.3,1.7641,17.6617,0.0012,730.01,6.7513,18.1931,0.01,1423.5,9.7476,16.8785,0.0074,1.3145,,,,,,,,IN,3,0
199,44,150.172117,0.1365,-54.80707156,0.1334,5.26018e+18,0.5958,0.1648,-6.822,0.276,3.778,0.245,0,1268.4,3.5401,17.9302,0.003,494.83,8.5029,18.6152,0.0187,1293.3,13.513,16.9827,0.0113,1.6325,,,,,,,,IN,3,0
139,318,150.2110504,0.0878,-54.76848118,0.084,5.26018e+18,0.3535,0.1013,-5.638,0.18,4.194,0.158,0,1532.2,1.8387,17.7251,0.0013,657.56,15.009,18.3066,0.0248,1859.1,26.465,16.5887,0.0155,1.7179,,,,,,,,IN,3,1
146,409,150.1465415,0.8199,-54.77533235,0.8483,5.26018e+18,,,,,,,0,1112.1,6.6624,18.073,0.0065,661.33,6.6836,18.3003,0.011,1539.9,8.4073,16.7932,0.0059,1.5072,,,,,,,,IN,3,1
181,249,150.1884123,0.1154,-54.79281692,0.1033,5.26018e+18,0.1688,0.1336,-4.235,0.229,2.528,0.194,0,1077.8,1.385,18.107,0.0014,476.36,11.868,18.6566,0.027,944.25,9.928,17.3242,0.0114,1.3323,,,,,,,,IN,3,1
186,88,150.1418987,0.123,-54.79477981,0.1168,5.26018e+18,0.2361,0.144,-6.035,0.247,4.426,0.223,0,1059.1,1.6321,18.1261,0.0017,365.09,12.871,18.9454,0.0383,1162.2,13.811,17.0988,0.0129,1.8466,,,,,,,,IN,3,1
188,145,150.1747447,0.0925,-54.79777812,0.0872,5.26018e+18,0.2087,0.1109,-4.203,0.188,2.723,0.169,0,1629.5,1.6873,17.6582,0.0011,780.34,10.466,18.1207,0.0146,1392.6,8.6178,16.9023,0.0067,1.2183,,,,,,,,IN,3,1
189,154,150.2112551,0.1029,-54.79836688,0.0955,5.26018e+18,0.2564,0.1207,-6.342,0.215,4.535,0.181,0,1408.0,1.5789,17.8169,0.0012,391.51,7.5575,18.8695,0.021,1635.4,8.6584,16.7279,0.0057,2.1417,,,,,,,,IN,3,1
193,40,150.16478,0.0924,-54.8018701,0.0844,5.26018e+18,0.0475,0.1078,-4.018,0.183,2.829,0.159,0,1587.9,1.698,17.6863,0.0012,764.53,11.386,18.1429,0.0162,1568.6,11.672,16.7732,0.0081,1.3698,,,,,,,,IN,3,1
194,206,150.1933801,0.0989,-54.80244675,0.0901,5.26018e+18,0.0464,0.1153,-2.705,0.197,2.997,0.169,0,1710.7,1.7007,17.6054,0.0011,346.75,10.238,19.0014,0.0321,2264.4,6.182,16.3745,0.003,2.6268,,,,,,,,IN,3,1
200,138,150.1421508,0.0898,-54.80714505,0.0821,5.26018e+18,-0.0226,0.1031,-4.254,0.18,2.481,0.157,0,1745.8,2.0765,17.5834,0.0013,741.82,9.2056,18.1756,0.0135,1641.5,8.0327,16.7238,0.0053,1.4518,,,,,,,,IN,3,1
202,202,150.2010767,0.1193,-54.80903911,0.11,5.26018e+18,0.1664,0.1442,-4.213,0.242,2.957,0.209,0,1153.5,1.7332,18.0334,0.0016,519.85,10.22,18.5617,0.0213,1371.5,16.788,16.919,0.0133,1.6427,,,,,,,,IN,3,1
205,272,150.1983316,0.1009,-54.81144644,0.0886,5.26018e+18,0.072,0.1133,-2.902,0.204,3.273,0.175,0,1690.2,1.8761,17.6185,0.0012,438.25,7.817,18.7471,0.0194,2024.7,8.2604,16.496,0.0044,2.2511,,,,,,,,IN,3,1
140,440,150.173709,0.0873,-54.77022602,0.0828,5.26018e+18,-0.1382,0.1022,-4.186,0.178,3.502,0.16,0,1549.2,1.9226,17.7131,0.0013,404.53,24.062,18.834,0.0646,1966.8,21.48,16.5275,0.0119,2.3065,,,,,,,,IN,3,2
141,455,150.1758902,0.1024,-54.77095102,0.0956,5.26018e+18,0.5204,0.1165,-4.269,0.208,4.252,0.181,0,1269.3,1.5219,17.9295,0.0013,431.29,9.489,18.7645,0.0239,1315.4,13.322,16.9643,0.011,1.8002,,,,,,,,IN,3,2
147,338,150.1701751,0.1077,-54.77571383,0.1123,5.26018e+18,0.0254,0.1354,-4.726,0.228,2.324,0.206,0,1247.4,1.7469,17.9483,0.0015,585.11,10.606,18.4333,0.0197,1220.9,18.865,17.0452,0.0168,1.388,,,,,,,,IN,3,2
156,405,150.1554658,0.1092,-54.77929612,0.1054,5.26018e+18,0.0018,0.1277,-6.366,0.224,5.055,0.193,0,1154.3,1.6096,18.0325,0.0015,436.93,9.3032,18.7504,0.0231,1128.5,9.3365,17.1307,0.009,1.6197,,,,,,,,IN,3,2
161,191,150.1909399,0.1346,-54.7838533,0.133,5.26018e+18,0.6116,0.1601,-2.745,0.293,3.92,0.271,0,1160.6,2.3936,18.0267,0.0022,601.04,19.568,18.4041,0.0353,1388.5,22.976,16.9055,0.018,1.4986,,,,,,,,IN,3,2
162,439,150.1668438,0.1117,-54.78534258,0.1063,5.26018e+18,0.3439,0.1318,-6.108,0.24,2.895,0.214,0,1068.8,1.3255,18.1161,0.0013,407.36,7.4917,18.8265,0.02,1111.2,10.384,17.1474,0.0101,1.679,,,,,,,,IN,3,2
165,353,150.1410498,1.3684,-54.78602005,1.5162,5.26018e+18,,,,,,,0,1739.6,10.803,17.5872,0.0067,856.76,19.844,18.0192,0.0251,2158.7,41.249,16.4265,0.0207,1.5928,,,,,,,,IN,3,2
167,223,150.1835005,0.209,-54.78654296,0.1862,5.26018e+18,1.1561,0.2379,-4.228,0.413,3.504,0.349,0,1182.0,2.7586,18.0069,0.0025,,,,,,,,,,,,,,,,,IN,3,2
182,200,150.1761299,0.093,-54.79285806,0.0959,5.26018e+18,0.0587,0.115,-4.694,0.194,2.735,0.176,0,1650.6,2.1327,17.6443,0.0014,,,,,,,,,,,,,,,,,IN,3,2
184,83,150.1510528,0.1312,-54.79432482,0.1218,5.26018e+18,0.6028,0.1459,-4.237,0.265,3.153,0.24,0,1339.4,2.4562,17.8711,0.002,622.72,9.4104,18.3657,0.0164,1511.8,18.757,16.8132,0.0135,1.5525,,,,,,,,IN,3,2
191,173,150.1771893,0.0869,-54.80001394,0.0796,5.26018e+18,0.3736,0.1037,-3.712,0.175,2.269,0.151,0,1624.0,1.7212,17.6619,0.0012,726.11,11.45,18.1989,0.0171,1498.1,12.973,16.8231,0.0094,1.3758,,,,,,,,IN,3,2
195,50,150.164496,0.1338,-54.80291255,0.1256,5.26018e+18,0.2585,0.1564,-3.649,0.272,3.324,0.238,0,1589.4,1.9081,17.6853,0.0013,745.88,16.045,18.1697,0.0234,1517.0,11.024,16.8095,0.0079,1.3603,,,,,,,,IN,3,2
196,134,150.1425845,0.1069,-54.80383024,0.1011,5.26018e+18,0.1609,0.1267,-4.696,0.214,3.261,0.186,0,1273.2,1.5898,17.9261,0.0014,556.81,7.1429,18.4871,0.0139,1179.1,10.191,17.083,0.0094,1.4041,,,,,,,,IN,3,2
198,15,150.2119543,0.0884,-54.80470073,0.082,5.26018e+18,0.2866,0.1033,-4.013,0.183,2.719,0.154,0,1461.2,1.5461,17.7766,0.0011,628.77,7.1578,18.3552,0.0124,1291.3,7.8911,16.9844,0.0066,1.3708,,,,,,,,IN,3,2
203,58,150.1720404,0.0905,-54.81027186,0.0886,5.26018e+18,0.1935,0.1081,-4.145,0.18,2.556,0.159,0,1692.9,1.8023,17.6168,0.0012,778.15,9.7446,18.1237,0.0136,1459.8,10.326,16.8512,0.0077,1.2725,,,,,,,,IN,3,2
204,78,150.1356594,0.0872,-54.81104187,0.0796,5.26018e+18,0.2128,0.1006,-4.009,0.175,2.262,0.151,0,1922.3,1.9136,17.4788,0.0011,879.23,8.0622,17.9911,0.01,1597.8,8.7634,16.7531,0.006,1.238,,,,,,,,IN,3,2
206,57,150.1620889,0.1009,-54.8124282,0.0935,5.26018e+18,0.2303,0.12,-5.186,0.204,3.262,0.177,0,1479.4,1.5822,17.7631,0.0012,594.79,8.1796,18.4155,0.0149,1435.9,9.244,16.8691,0.007,1.5464,,,,,,,,IN,3,2
