,index,RA,e_RA_ICRS,DEC,e_DE_ICRS,MainID,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,Dup,FG,e_FG,Gmag,e_Gmag,FBP,e_FBP,BPmag,e_BPmag,FRP,e_FRP,RPmag,e_RPmag,BP-RP,RV,e_RV,Teff,AG,E_BP-RP_,Rad,Lum,in_field,Weight,mask
189,154,150.2112551,0.1029,-54.79836688,0.0955,5.26018e+18,0.2564,0.1207,-6.342,0.215,4.535,0.181,0,1408.0,1.5789,17.8169,0.0012,391.51,7.5575,18.8695,0.021,1635.4,8.6584,16.7279,0.0057,2.1417,,,,,,,,IN,3,1
188,145,150.1747447,0.0925,-54.79777812,0.0872,5.26018e+18,0.2087,0.1109,-4.203,0.188,2.723,0.169,0,1629.5,1.6873,17.6582,0.0011,780.34,10.466,18.1207,0.0146,1392.6,8.6178,16.9023,0.0067,1.2183,,,,,,,,IN,3,1
116,226,150.1974222,0.0705,-54.79681739,0.0683,5.26018e+18,0.2859,0.0847,-1.82,0.148,5.595,0.131,0,2763.2,2.369,17.0848,0.0009,744.38,6.5997,18.1719,0.0096,3138.4,9.802,16.0202,0.0034,2.1517,,,,,,,,IN,2,1
115,209,150.1656766,0.0756,-54.79590978,0.0762,5.26018e+18,0.2575,0.0972,-4.298,0.153,2.471,0.133,0,2399.4,2.1727,17.2381,0.001,,,,,,,,,,,,,,,,,IN,2,1
113,124,150.130711,0.0522,-54.79540904,0.049,5.26018e+18,0.3397,0.0599,-6.354,0.105,3.462,0.093,0,4419.0,3.2556,16.5751,0.0008,1506.3,9.1124,17.4066,0.0066,4473.9,11.043,15.6352,0.0027,1.7714,,,3974.0,2.352,1.238,,,IN,2,1
186,88,150.1418987,0.123,-54.79477981,0.1168,5.26018e+18,0.2361,0.144,-6.035,0.247,4.426,0.223,0,1059.1,1.6321,18.1261,0.0017,365.09,12.871,18.9454,0.0383,1162.2,13.811,17.0988,0.0129,1.8466,,,,,,,,IN,3,1
112,160,150.1870858,0.0697,-54.79427299,0.0624,5.26018e+18,0.0062,0.0803,-4.323,0.139,2.592,0.117,0,2324.6,1.7546,17.2725,0.0008,1066.2,7.6241,17.7818,0.0078,1909.2,7.444,16.5598,0.0042,1.222,,,,,,,,IN,2,1
13,86,150.1339592,0.0337,-54.79342228,0.0317,5.26018e+18,0.1754,0.039,-10.064,0.069,2.304,0.06,0,21600.0,8.0257,14.8522,0.0004,6020.3,17.309,15.9024,0.0031,24198.0,24.201,13.8025,0.0011,2.0999,,,3854.22,1.6315,0.797,,,IN,1,1
181,249,150.1884123,0.1154,-54.79281692,0.1033,5.26018e+18,0.1688,0.1336,-4.235,0.229,2.528,0.194,0,1077.8,1.385,18.107,0.0014,476.36,11.868,18.6566,0.027,944.25,9.928,17.3242,0.0114,1.3323,,,,,,,,IN,3,1
255,185,150.1712848,0.1578,-54.791872,0.1411,5.26018e+18,0.4203,0.1761,-2.804,0.34,2.991,0.313,0,758.44,1.4524,18.4886,0.0021,260.97,10.317,19.3099,0.0429,1027.9,11.425,17.232,0.0121,2.0779,,,,,,,,IN,4,1
26,233,150.179041,0.0346,-54.79128397,0.036,5.26018e+18,0.1148,0.0422,-4.383,0.072,2.741,0.07,0,8072.0,5.6423,15.9209,0.0008,3771.9,13.004,16.41,0.0037,6567.4,16.795,15.2184,0.0028,1.1915,,,4901.0,,,,,IN,1,1
108,367,150.1551482,0.0955,-54.79076391,0.0807,5.26018e+18,-0.1882,0.0995,-3.956,0.2,2.646,0.162,0,3329.6,3.1307,16.8824,0.001,1602.5,16.898,17.3394,0.0114,2896.9,17.231,16.1071,0.0065,1.2323,,,4751.75,,,,,IN,2,1
46,271,150.1831773,0.0236,-54.79022504,0.0252,5.26018e+18,0.1467,0.0297,-4.232,0.05,2.74,0.05,0,18945.0,22.105,14.9947,0.0013,8988.6,23.824,15.4672,0.0029,15303.0,36.813,14.3,0.0026,1.1672,,,4898.0,,,,,IN,1,1
3,416,150.1514919,0.0362,-54.78953832,0.0334,5.26018e+18,0.053,0.0418,-4.287,0.073,2.699,0.064,0,7923.9,6.263,15.941,0.0009,3765.4,16.184,16.4119,0.0047,6327.3,17.774,15.2589,0.003,1.153,,,4899.93,,,,,IN,1,1
33,414,150.1617422,0.1278,-54.78862585,0.1308,5.26018e+18,-0.4919,0.1527,-3.6,0.283,3.993,0.257,1,9929.6,10.757,15.696,0.0012,4628.4,12.737,16.1878,0.003,8527.3,16.547,14.9349,0.0021,1.2529,,,4834.0,,,,,IN,1,1
9,199,150.1662906,0.0171,-54.787787,0.0163,5.26018e+18,0.0427,0.02,-4.277,0.034,2.499,0.03,0,76394.0,190.74,13.4807,0.0027,34880.0,249.34,13.995,0.0078,62655.0,471.26,12.7695,0.0082,1.2254,,,4891.09,,,,,IN,1,1
67,166,150.1716337,0.0299,-54.78710152,0.0298,5.26018e+18,0.1716,0.0361,-4.022,0.062,2.78,0.056,0,10158.0,4.9674,15.6713,0.0005,4648.2,15.006,16.1832,0.0035,8485.6,13.307,14.9402,0.0017,1.243,,,4927.47,,,,,IN,1,1
96,167,150.1848764,0.0416,-54.78635405,0.0401,5.26018e+18,0.1322,0.0489,-4.183,0.089,2.822,0.077,0,5614.4,3.7903,16.3151,0.0007,3051.7,147.06,16.64,0.0523,5671.7,441.2,15.3776,0.0845,1.2624,,,4993.5,,,,,IN,2,1
95,221,150.1803686,0.0718,-54.78571867,0.07,5.26018e+18,0.1154,0.0851,-5.87,0.151,3.257,0.137,0,2210.3,1.908,17.3273,0.0009,990.58,9.8926,17.8617,0.0108,1910.3,8.7204,16.5592,0.005,1.3025,,,,,,,,IN,2,1
94,190,150.1746925,0.0439,-54.78499637,0.0423,5.26018e+18,0.1225,0.0504,-4.077,0.092,2.752,0.084,0,5561.7,3.7017,16.3254,0.0007,2591.1,12.611,16.8177,0.0053,4745.4,21.401,15.5712,0.0049,1.2464,,,4901.83,,,,,IN,2,1
92,179,150.1737795,0.0607,-54.78441447,0.0599,5.26018e+18,0.0336,0.0726,-4.787,0.127,3.696,0.116,0,3433.4,3.6877,16.849,0.0012,931.53,8.9084,17.9284,0.0104,4113.3,16.527,15.7264,0.0044,2.202,,,3665.33,,,,,IN,2,1
44,97,150.126968,0.0523,-54.78365352,0.0492,5.26018e+18,0.4851,0.0609,-4.86,0.109,4.575,0.092,0,5761.8,3.775,16.287,0.0007,2951.3,39.54,16.6764,0.0145,5052.8,72.782,15.5031,0.0156,1.1733,,,4920.0,,,1.44,1.087,IN,1,1
89,240,150.1860369,0.048,-54.78299197,0.0461,5.26018e+18,0.0998,0.0563,-4.162,0.102,2.623,0.09,0,4709.0,3.0159,16.506,0.0007,2377.5,37.731,16.9111,0.0172,4301.0,51.157,15.678,0.0129,1.2331,,,4848.5,,,,,IN,2,1
88,165,150.181985,0.1882,-54.78235154,0.1761,5.26018e+18,-0.3218,0.2195,-5.991,0.422,2.78,0.341,0,3282.6,5.4495,16.8978,0.0018,1699.6,32.378,17.2755,0.0207,3092.2,38.198,16.0362,0.0134,1.2392,,,4920.0,,,,,IN,2,1
85,127,150.1280513,0.0768,-54.78170421,0.0737,5.26018e+18,0.6478,0.0905,-14.922,0.156,5.326,0.134,0,2163.9,2.0716,17.3503,0.001,950.3,9.0069,17.9067,0.0103,1975.8,11.907,16.5226,0.0065,1.3842,,,,,,,,IN,2,1
83,417,150.1574655,0.0486,-54.78110554,0.0493,5.26018e+18,-0.0193,0.059,-4.224,0.101,2.695,0.09,0,4061.5,2.7429,16.6666,0.0007,1859.8,16.04,17.1777,0.0094,3484.0,12.329,15.9067,0.0038,1.271,,,4889.0,,,,,IN,2,1
55,379,150.1511886,0.0296,-54.77952818,0.0284,5.26018e+18,1.0626,0.0346,-7.099,0.062,-1.759,0.058,0,10724.0,5.3681,15.6125,0.0005,4977.9,12.68,16.1088,0.0028,8424.8,10.051,14.948,0.0013,1.1607,,,4876.15,0.443,0.2173,0.91,0.426,IN,1,1
82,293,150.1889458,0.0619,-54.77889458,0.0607,5.26018e+18,0.1605,0.0727,-4.29,0.129,2.762,0.115,0,2889.0,2.4235,17.0365,0.0009,1127.4,11.781,17.7212,0.0113,2739.4,11.593,16.1678,0.0046,1.5534,,,4358.0,,,,,IN,2,1
64,260,150.1755624,0.0519,-54.77840572,0.0473,5.26018e+18,0.3009,0.0598,-5.91,0.117,3.25,0.099,0,8920.1,10.404,15.8124,0.0013,3172.9,52.759,16.5977,0.0181,11860.0,74.756,14.5767,0.0068,2.0211,,,3996.0,,,,,IN,1,1
224,381,150.1522346,0.149,-54.7775422,0.1459,5.26018e+18,0.1034,0.1775,-3.196,0.308,2.854,0.282,0,721.69,1.522,18.5425,0.0023,373.15,8.4334,18.9217,0.0245,1072.3,11.493,17.1861,0.0116,1.7356,,,,,,,,IN,4,1
47,298,150.1868147,0.0213,-54.77701961,0.0192,5.26018e+18,0.1276,0.0236,-4.202,0.043,2.711,0.037,0,35155.0,247.48,14.3234,0.0076,15380.0,259.45,14.884,0.0183,29741.0,698.75,13.5785,0.0255,1.3054,,,4767.81,,,,,IN,1,1
78,384,150.1330588,0.6624,-54.77639566,0.3655,5.26018e+18,,,,,,,0,2128.7,5.0563,17.3681,0.0026,,,,,,,,,,,,,,,,,IN,2,1
146,409,150.1465415,0.8199,-54.77533235,0.8483,5.26018e+18,,,,,,,0,1112.1,6.6624,18.073,0.0065,661.33,6.6836,18.3003,0.011,1539.9,8.4073,16.7932,0.0059,1.5072,,,,,,,,IN,3,1
54,422,150.1750472,0.0295,-54.77462041,0.0273,5.26018e+18,0.0235,0.0332,-4.072,0.06,2.773,0.052,0,337720.0,121.68,11.867,0.0004,72161.0,229.5,13.2056,0.0035,417890.0,656.07,10.7093,0.0017,2.4964,42.08,0.46,3671.0,,,,,IN,1,1
75,378,150.1683139,0.1229,-54.77352975,0.1234,5.26018e+18,0.1003,0.1495,-2.829,0.264,5.439,0.244,0,2251.4,5.1535,17.3072,0.0025,1539.1,481.34,17.3832,0.3395,,,,,,,,,,,,,IN,2,1
73,287,150.1937702,0.0517,-54.77282137,0.0436,5.26018e+18,0.5628,0.0544,-2.775,0.107,2.26,0.084,0,4817.9,2.8715,16.4812,0.0006,2342.3,16.731,16.9273,0.0078,3949.2,14.817,15.7706,0.0041,1.1567,,,4925.69,0.844,0.405,1.13,0.675,IN,2,1
34,278,150.1982162,0.0657,-54.77201503,0.0589,5.26018e+18,0.3106,0.0639,-9.157,0.154,7.565,0.11,0,8740.9,11.023,15.8345,0.0014,3634.4,345.13,16.4503,0.1031,,,,,,,,,,,,,IN,1,1
71,418,150.1364477,0.0596,-54.7710159,0.059,5.26018e+18,0.3348,0.0704,-6.903,0.124,4.265,0.11,0,3383.8,2.5106,16.8649,0.0008,1511.2,14.059,17.4031,0.0101,2938.9,15.163,16.0915,0.0056,1.3116,,,4861.0,,,,,IN,2,1
70,449,150.1747901,0.0697,-54.77007477,0.0649,5.26018e+18,0.1756,0.08,-4.298,0.141,2.716,0.121,0,2461.8,2.239,17.2102,0.001,1096.1,16.611,17.7517,0.0165,2340.7,36.138,16.3385,0.0168,1.4132,,,,,,,,IN,2,1
213,441,150.1535518,0.2148,-54.76953327,0.2455,5.26018e+18,0.2884,0.2634,-4.039,0.545,2.945,0.481,0,696.08,4.3373,18.5817,0.0068,,,,,,,,,,,,,,,,,IN,4,1
139,318,150.2110504,0.0878,-54.76848118,0.084,5.26018e+18,0.3535,0.1013,-5.638,0.18,4.194,0.158,0,1532.2,1.8387,17.7251,0.0013,657.56,15.009,18.3066,0.0248,1859.1,26.465,16.5887,0.0155,1.7179,,,,,,,,IN,3,1
283,421,150.1370789,0.1606,-54.76754941,0.1618,5.26018e+18,0.1278,0.1987,-3.655,0.336,3.042,0.32,0,599.68,1.3768,18.7436,0.0025,262.62,7.2724,19.3031,0.0301,567.76,6.7044,17.8765,0.0128,1.4266,,,,,,,,IN,5,1
281,443,150.1748717,0.1516,-54.76685733,0.1449,5.26018e+18,0.4566,0.1778,-2.207,0.311,4.69,0.273,0,648.81,1.2791,18.6581,0.0021,243.54,8.0404,19.385,0.0358,655.53,9.4193,17.7204,0.0156,1.6645,,,,,,,,IN,5,1
280,426,150.1416752,0.3068,-54.76625148,0.3194,5.26018e+18,-0.1461,0.3836,-3.386,0.659,3.28,0.617,0,527.14,1.5802,18.8835,0.0033,194.76,8.4097,19.6276,0.0469,575.77,11.244,17.8613,0.0212,1.7663,,,,,,,,IN,5,1
210,447,150.1734837,0.1778,-54.76565944,0.1717,5.26018e+18,-0.2826,0.2062,-3.703,0.385,4.118,0.346,0,763.48,1.7986,18.4814,0.0026,331.33,9.0885,19.0508,0.0298,999.56,15.603,17.2624,0.0169,1.7884,,,,,,,,IN,4,1
209,444,150.1697042,0.1186,-54.7650279,0.1133,5.26018e+18,0.2228,0.1377,-4.168,0.248,2.501,0.23,0,982.29,1.4191,18.2078,0.0016,399.7,6.8076,18.8471,0.0185,892.23,12.019,17.3857,0.0146,1.4613,,,,,,,,IN,4,1
